"姓名","統率","武力","智力","魅力","運勢","版本","政治","陸指","水指","體力"
"高定",NA,66,15,66,NA,"三國志2",NA,NA,NA,NA
"高順",NA,51,42,60,NA,"三國志2",NA,NA,NA,NA
"高幹",NA,41,32,37,NA,"三國志2",NA,NA,NA,NA
"高覽",NA,74,30,52,NA,"三國志2",NA,NA,NA,NA
"張允",NA,61,70,42,NA,"三國志2",NA,NA,NA,NA
"張休",NA,34,80,75,NA,"三國志2",NA,NA,NA,NA
"張任",NA,88,67,72,NA,"三國志2",NA,NA,NA,NA
"張承",NA,64,42,57,NA,"三國志2",NA,NA,NA,NA
"張松",NA,35,92,80,NA,"三國志2",NA,NA,NA,NA
"張虎",NA,55,57,45,NA,"三國志2",NA,NA,NA,NA
"張南",NA,53,40,49,NA,"三國志2",NA,NA,NA,NA
"張昭",NA,30,95,84,NA,"三國志2",NA,NA,NA,NA
"張英",NA,72,51,54,NA,"三國志2",NA,NA,NA,NA
"張苞",NA,93,35,54,NA,"三國志2",NA,NA,NA,NA
"張郃",NA,90,69,61,NA,"三國志2",NA,NA,NA,NA
"張飛",NA,99,32,35,NA,"三國志2",NA,NA,NA,NA
"張紘",NA,28,94,88,NA,"三國志2",NA,NA,NA,NA
"張著",NA,51,33,38,NA,"三國志2",NA,NA,NA,NA
"張溫",NA,27,71,74,NA,"三國志2",NA,NA,NA,NA
"張資",NA,36,27,52,NA,"三國志2",NA,NA,NA,NA
"張達",NA,34,32,24,NA,"三國志2",NA,NA,NA,NA
"張衛",NA,73,33,68,NA,"三國志2",NA,NA,NA,NA
"張魯",NA,70,80,88,NA,"三國志2",NA,NA,NA,NA
"張勳",NA,61,18,21,NA,"三國志2",NA,NA,NA,NA
"張橫",NA,71,30,20,NA,"三國志2",NA,NA,NA,NA
"張遼",NA,91,80,80,NA,"三國志2",NA,NA,NA,NA
"張濟",NA,30,67,31,NA,"三國志2",NA,NA,NA,NA
"張翼",NA,58,41,52,NA,"三國志2",NA,NA,NA,NA
"張嶷",NA,70,41,64,NA,"三國志2",NA,NA,NA,NA
"張繡",NA,75,50,75,NA,"三國志2",NA,NA,NA,NA
"張邈",NA,43,25,41,NA,"三國志2",NA,NA,NA,NA
"張顗",NA,65,32,21,NA,"三國志2",NA,NA,NA,NA
"曹仁",NA,84,64,63,NA,"三國志2",NA,NA,NA,NA
"曹丕",NA,70,76,80,NA,"三國志2",NA,NA,NA,NA
"曹休",NA,74,68,71,NA,"三國志2",NA,NA,NA,NA
"曹昂",NA,59,52,60,NA,"三國志2",NA,NA,NA,NA
"曹洪",NA,72,50,70,NA,"三國志2",NA,NA,NA,NA
"曹真",NA,65,56,62,NA,"三國志2",NA,NA,NA,NA
"曹純",NA,62,52,47,NA,"三國志2",NA,NA,NA,NA
"曹豹",NA,19,13,15,NA,"三國志2",NA,NA,NA,NA
"曹爽",NA,64,54,64,NA,"三國志2",NA,NA,NA,NA
"曹植",NA,15,80,80,NA,"三國志2",NA,NA,NA,NA
"曹彰",NA,92,60,72,NA,"三國志2",NA,NA,NA,NA
"曹操",NA,91,95,95,NA,"三國志2",NA,NA,NA,NA
"曹叡",NA,71,83,84,NA,"三國志2",NA,NA,NA,NA
"梁綱",NA,55,33,61,NA,"三國志2",NA,NA,NA,NA
"梁興",NA,72,23,24,NA,"三國志2",NA,NA,NA,NA
"淳于瓊",NA,76,65,68,NA,"三國志2",NA,NA,NA,NA
"許汜",NA,22,38,34,NA,"三國志2",NA,NA,NA,NA
"許攸",NA,42,79,46,NA,"三國志2",NA,NA,NA,NA
"許靖",NA,23,78,53,NA,"三國志2",NA,NA,NA,NA
"許褚",NA,98,20,66,NA,"三國志2",NA,NA,NA,NA
"逢紀",NA,70,80,50,NA,"三國志2",NA,NA,NA,NA
"郭汜",NA,59,30,42,NA,"三國志2",NA,NA,NA,NA
"郭攸之",NA,32,74,68,NA,"三國志2",NA,NA,NA,NA
"郭奕",NA,30,89,71,NA,"三國志2",NA,NA,NA,NA
"郭淮",NA,54,64,51,NA,"三國志2",NA,NA,NA,NA
"郭嘉",NA,39,97,86,NA,"三國志2",NA,NA,NA,NA
"郭圖",NA,32,80,42,NA,"三國志2",NA,NA,NA,NA
"陳式",NA,70,30,40,NA,"三國志2",NA,NA,NA,NA
"陳武",NA,70,56,36,NA,"三國志2",NA,NA,NA,NA
"陳宮",NA,58,81,65,NA,"三國志2",NA,NA,NA,NA
"陳泰",NA,79,79,44,NA,"三國志2",NA,NA,NA,NA
"陳登",NA,25,74,73,NA,"三國志2",NA,NA,NA,NA
"陳群",NA,49,93,77,NA,"三國志2",NA,NA,NA,NA
"陳嬉",NA,64,24,34,NA,"三國志2",NA,NA,NA,NA
"陳震",NA,37,78,42,NA,"三國志2",NA,NA,NA,NA
"陳應",NA,62,19,22,NA,"三國志2",NA,NA,NA,NA
"陳矯",NA,18,79,73,NA,"三國志2",NA,NA,NA,NA
"陳蘭",NA,66,30,36,NA,"三國志2",NA,NA,NA,NA
"陸遜",NA,81,96,85,NA,"三國志2",NA,NA,NA,NA
"陸績",NA,33,69,69,NA,"三國志2",NA,NA,NA,NA
"陶謙",NA,51,62,78,NA,"三國志2",NA,NA,NA,NA
"傅士仁",NA,32,59,20,NA,"三國志2",NA,NA,NA,NA
"傅彤",NA,68,67,67,NA,"三國志2",NA,NA,NA,NA
"傅幹",NA,48,76,55,NA,"三國志2",NA,NA,NA,NA
"焦觸",NA,68,33,51,NA,"三國志2",NA,NA,NA,NA
"程武",NA,44,81,72,NA,"三國志2",NA,NA,NA,NA
"程秉",NA,18,75,76,NA,"三國志2",NA,NA,NA,NA
"程昱",NA,26,90,76,NA,"三國志2",NA,NA,NA,NA
"程普",NA,60,84,87,NA,"三國志2",NA,NA,NA,NA
"程銀",NA,70,35,39,NA,"三國志2",NA,NA,NA,NA
"華雄",NA,91,31,33,NA,"三國志2",NA,NA,NA,NA
"華歆",NA,29,78,85,NA,"三國志2",NA,NA,NA,NA
"費詩",NA,31,57,49,NA,"三國志2",NA,NA,NA,NA
"費禕",NA,24,83,82,NA,"三國志2",NA,NA,NA,NA
"費觀",NA,57,44,46,NA,"三國志2",NA,NA,NA,NA
"黃忠",NA,96,66,83,NA,"三國志2",NA,NA,NA,NA
"黃祖",NA,65,48,43,NA,"三國志2",NA,NA,NA,NA
"黃琬",NA,55,58,49,NA,"三國志2",NA,NA,NA,NA
"黃蓋",NA,88,58,73,NA,"三國志2",NA,NA,NA,NA
"黃權",NA,42,77,53,NA,"三國志2",NA,NA,NA,NA
"楊平",NA,70,24,69,NA,"三國志2",NA,NA,NA,NA
"楊任",NA,61,52,51,NA,"三國志2",NA,NA,NA,NA
"楊奉",NA,62,50,71,NA,"三國志2",NA,NA,NA,NA
"楊昂",NA,66,21,23,NA,"三國志2",NA,NA,NA,NA
"楊松",NA,33,34,31,NA,"三國志2",NA,NA,NA,NA
"楊柏",NA,59,34,45,NA,"三國志2",NA,NA,NA,NA
"楊洪",NA,17,40,46,NA,"三國志2",NA,NA,NA,NA
"楊秋",NA,68,14,39,NA,"三國志2",NA,NA,NA,NA
"楊修",NA,31,91,56,NA,"三國志2",NA,NA,NA,NA
"楊儀",NA,38,70,53,NA,"三國志2",NA,NA,NA,NA
"楊懷",NA,77,46,65,NA,"三國志2",NA,NA,NA,NA
"楊齡",NA,52,60,54,NA,"三國志2",NA,NA,NA,NA
"董允",NA,21,86,72,NA,"三國志2",NA,NA,NA,NA
"董卓",NA,90,55,44,NA,"三國志2",NA,NA,NA,NA
"董和",NA,36,70,76,NA,"三國志2",NA,NA,NA,NA
"董旻",NA,59,53,51,NA,"三國志2",NA,NA,NA,NA
"董荼那",NA,60,13,16,NA,"三國志2",NA,NA,NA,NA
"董衡",NA,81,43,75,NA,"三國志2",NA,NA,NA,NA
"董襲",NA,56,42,53,NA,"三國志2",NA,NA,NA,NA
"虞翻",NA,38,80,71,NA,"三國志2",NA,NA,NA,NA
"賈華",NA,61,58,51,NA,"三國志2",NA,NA,NA,NA
"賈逵",NA,57,68,62,NA,"三國志2",NA,NA,NA,NA
"賈詡",NA,42,95,62,NA,"三國志2",NA,NA,NA,NA
"雍闓",NA,75,46,58,NA,"三國志2",NA,NA,NA,NA
"雷銅",NA,87,47,53,NA,"三國志2",NA,NA,NA,NA
"雷薄",NA,67,41,19,NA,"三國志2",NA,NA,NA,NA
"廖化",NA,65,61,69,NA,"三國志2",NA,NA,NA,NA
"滿寵",NA,40,81,92,NA,"三國志2",NA,NA,NA,NA
"趙岑",NA,64,24,26,NA,"三國志2",NA,NA,NA,NA
"趙統",NA,78,72,76,NA,"三國志2",NA,NA,NA,NA
"趙累",NA,61,65,71,NA,"三國志2",NA,NA,NA,NA
"趙雲",NA,99,85,92,NA,"三國志2",NA,NA,NA,NA
"趙廣",NA,71,65,68,NA,"三國志2",NA,NA,NA,NA
"趙範",NA,50,45,43,NA,"三國志2",NA,NA,NA,NA
"蒯良",NA,30,86,46,NA,"三國志2",NA,NA,NA,NA
"蒯越",NA,31,82,77,NA,"三國志2",NA,NA,NA,NA
"劉巴",NA,32,60,48,NA,"三國志2",NA,NA,NA,NA
"劉岱",NA,64,48,68,NA,"三國志2",NA,NA,NA,NA
"劉延",NA,44,41,39,NA,"三國志2",NA,NA,NA,NA
"劉表",NA,73,74,68,NA,"三國志2",NA,NA,NA,NA
"劉封",NA,61,58,60,NA,"三國志2",NA,NA,NA,NA
"劉度",NA,54,55,66,NA,"三國志2",NA,NA,NA,NA
"劉豹",NA,14,60,56,NA,"三國志2",NA,NA,NA,NA
"劉焉",NA,45,85,90,NA,"三國志2",NA,NA,NA,NA
"劉備",NA,70,85,99,NA,"三國志2",NA,NA,NA,NA
"劉循",NA,60,45,58,NA,"三國志2",NA,NA,NA,NA
"劉琦",NA,30,84,71,NA,"三國志2",NA,NA,NA,NA
"劉琮",NA,60,70,51,NA,"三國志2",NA,NA,NA,NA
"劉璋",NA,50,70,90,NA,"三國志2",NA,NA,NA,NA
"劉磐",NA,35,34,66,NA,"三國志2",NA,NA,NA,NA
"劉曄",NA,36,84,81,NA,"三國志2",NA,NA,NA,NA
"劉禪",NA,23,33,74,NA,"三國志2",NA,NA,NA,NA
"劉繇",NA,18,56,23,NA,"三國志2",NA,NA,NA,NA
"劉璝",NA,50,42,31,NA,"三國志2",NA,NA,NA,NA
"審配",NA,72,80,71,NA,"三國志2",NA,NA,NA,NA
"審榮",NA,48,49,47,NA,"三國志2",NA,NA,NA,NA
"樊稠",NA,82,21,41,NA,"三國志2",NA,NA,NA,NA
"樂就",NA,74,54,53,NA,"三國志2",NA,NA,NA,NA
"樂進",NA,44,38,41,NA,"三國志2",NA,NA,NA,NA
"潘鳳",NA,74,16,16,NA,"三國志2",NA,NA,NA,NA
"潘璋",NA,74,37,54,NA,"三國志2",NA,NA,NA,NA
"潘濬",NA,52,44,37,NA,"三國志2",NA,NA,NA,NA
"蔣琬",NA,61,84,83,NA,"三國志2",NA,NA,NA,NA
"蔣義渠",NA,70,33,61,NA,"三國志2",NA,NA,NA,NA
"蔡中",NA,35,38,34,NA,"三國志2",NA,NA,NA,NA
"蔡和",NA,38,39,35,NA,"三國志2",NA,NA,NA,NA
"蔡瑁",NA,75,77,69,NA,"三國志2",NA,NA,NA,NA
"蔡勳",NA,64,62,62,NA,"三國志2",NA,NA,NA,NA
"諸葛亮",NA,65,100,98,NA,"三國志2",NA,NA,NA,NA
"諸葛恪",NA,50,95,80,NA,"三國志2",NA,NA,NA,NA
"諸葛瑾",NA,52,93,92,NA,"三國志2",NA,NA,NA,NA
"諸葛誕",NA,79,71,82,NA,"三國志2",NA,NA,NA,NA
"鄧艾",NA,86,94,79,NA,"三國志2",NA,NA,NA,NA
"鄧芝",NA,54,85,93,NA,"三國志2",NA,NA,NA,NA
"鄧義",NA,63,26,51,NA,"三國志2",NA,NA,NA,NA
"鄧賢",NA,68,67,58,NA,"三國志2",NA,NA,NA,NA
"鞏志",NA,42,46,52,NA,"三國志2",NA,NA,NA,NA
"魯肅",NA,63,96,92,NA,"三國志2",NA,NA,NA,NA
"閻圃",NA,33,80,42,NA,"三國志2",NA,NA,NA,NA
"霍峻",NA,65,66,74,NA,"三國志2",NA,NA,NA,NA
"鮑信",NA,42,30,41,NA,"三國志2",NA,NA,NA,NA
"鮑隆",NA,68,40,50,NA,"三國志2",NA,NA,NA,NA
"糜竺",NA,41,78,77,NA,"三國志2",NA,NA,NA,NA
"糜芳",NA,61,23,13,NA,"三國志2",NA,NA,NA,NA
"薛綜",NA,33,73,66,NA,"三國志2",NA,NA,NA,NA
"謝旌",NA,80,22,24,NA,"三國志2",NA,NA,NA,NA
"鍾會",NA,62,95,77,NA,"三國志2",NA,NA,NA,NA
"鍾繇",NA,16,79,24,NA,"三國志2",NA,NA,NA,NA
"韓玄",NA,34,21,12,NA,"三國志2",NA,NA,NA,NA
"韓浩",NA,31,25,15,NA,"三國志2",NA,NA,NA,NA
"韓嵩",NA,40,80,46,NA,"三國志2",NA,NA,NA,NA
"韓當",NA,58,47,51,NA,"三國志2",NA,NA,NA,NA
"韓遂",NA,46,82,78,NA,"三國志2",NA,NA,NA,NA
"韓暹",NA,43,41,40,NA,"三國志2",NA,NA,NA,NA
"韓馥",NA,51,53,50,NA,"三國志2",NA,NA,NA,NA
"簡雍",NA,46,72,76,NA,"三國志2",NA,NA,NA,NA
"顏良",NA,90,27,51,NA,"三國志2",NA,NA,NA,NA
"魏延",NA,94,48,58,NA,"三國志2",NA,NA,NA,NA
"魏續",NA,75,48,49,NA,"三國志2",NA,NA,NA,NA
"龐柔",NA,66,56,33,NA,"三國志2",NA,NA,NA,NA
"龐統",NA,61,98,87,NA,"三國志2",NA,NA,NA,NA
"龐德",NA,94,64,71,NA,"三國志2",NA,NA,NA,NA
"龐羲",NA,34,73,67,NA,"三國志2",NA,NA,NA,NA
"譚雄",NA,81,22,32,NA,"三國志2",NA,NA,NA,NA
"關平",NA,82,70,75,NA,"三國志2",NA,NA,NA,NA
"關羽",NA,99,83,91,NA,"三國志2",NA,NA,NA,NA
"關索",NA,91,68,69,NA,"三國志2",NA,NA,NA,NA
"關興",NA,90,69,70,NA,"三國志2",NA,NA,NA,NA
"嚴畯",NA,26,78,63,NA,"三國志2",NA,NA,NA,NA
"嚴顏",NA,87,70,72,NA,"三國志2",NA,NA,NA,NA
"闞澤",NA,42,79,63,NA,"三國志2",NA,NA,NA,NA
"顧雍",NA,21,73,74,NA,"三國志2",NA,NA,NA,NA
"丁奉",NA,75,65,71,NA,"三國志3",74,70,70,NA
"丁封",NA,68,52,59,NA,"三國志3",41,67,60,NA
"丁原",NA,76,37,74,NA,"三國志3",47,72,68,NA
"丁儀",NA,13,66,28,NA,"三國志3",70,27,18,NA
"于禁",NA,60,52,43,NA,"三國志3",57,62,19,NA
"于詮",NA,76,42,68,NA,"三國志3",37,64,68,NA
"于糜",NA,61,28,19,NA,"三國志3",14,58,29,NA
"兀突骨",NA,89,11,19,NA,"三國志3",12,74,70,NA
"士匡",NA,45,64,64,NA,"三國志3",58,58,40,NA
"士祗",NA,58,51,46,NA,"三國志3",52,63,59,NA
"士壹",NA,36,67,69,NA,"三國志3",74,48,35,NA
"士徽",NA,64,44,54,NA,"三國志3",31,69,58,NA
"士燮",NA,31,76,86,NA,"三國志3",80,59,53,NA
"尹大目",NA,12,37,56,NA,"三國志3",50,12,10,NA
"尹奉",NA,63,49,54,NA,"三國志3",61,61,42,NA
"尹楷",NA,63,47,31,NA,"三國志3",42,42,17,NA
"尹賞",NA,37,43,33,NA,"三國志3",71,35,23,NA
"尹默",NA,20,73,30,NA,"三國志3",87,22,7,NA
"尹禮",NA,68,47,37,NA,"三國志3",40,65,21,NA
"公孫度",NA,74,61,71,NA,"三國志3",53,72,72,NA
"公孫修",NA,66,47,32,NA,"三國志3",68,56,27,NA
"公孫恭",NA,71,67,74,NA,"三國志3",52,72,70,NA
"公孫康",NA,70,62,72,NA,"三國志3",56,70,70,NA
"公孫淵",NA,72,65,74,NA,"三國志3",60,73,71,NA
"公孫越",NA,60,47,62,NA,"三國志3",43,58,49,NA
"公孫範",NA,66,63,61,NA,"三國志3",57,77,36,NA
"公孫續",NA,69,53,62,NA,"三國志3",61,60,35,NA
"公孫瓚",NA,71,70,58,NA,"三國志3",64,67,28,NA
"卞喜",NA,67,58,42,NA,"三國志3",54,64,23,NA
"太史享",NA,66,50,58,NA,"三國志3",61,57,60,NA
"太史慈",NA,94,67,70,NA,"三國志3",59,81,73,NA
"孔伷",NA,70,59,41,NA,"三國志3",47,60,22,NA
"孔秀",NA,64,47,45,NA,"三國志3",36,58,19,NA
"孔融",NA,58,83,64,NA,"三國志3",76,67,63,NA
"文虎",NA,74,45,58,NA,"三國志3",32,65,60,NA
"文欽",NA,80,30,61,NA,"三國志3",21,74,29,NA
"文聘",NA,84,24,65,NA,"三國志3",18,78,71,NA
"文鴦",NA,91,61,68,NA,"三國志3",43,78,70,NA
"文醜",NA,91,19,56,NA,"三國志3",10,86,72,NA
"方悅",NA,82,28,33,NA,"三國志3",27,58,50,NA
"木鹿大王",NA,72,23,30,NA,"三國志3",15,66,34,NA
"毛玠",NA,57,49,52,NA,"三國志3",47,48,50,NA
"牛金",NA,82,35,57,NA,"三國志3",21,73,70,NA
"牛輔",NA,57,58,43,NA,"三國志3",52,52,20,NA
"王子服",NA,79,64,70,NA,"三國志3",54,54,20,NA
"王允",NA,52,64,62,NA,"三國志3",73,48,16,NA
"王方",NA,57,41,31,NA,"三國志3",28,42,19,NA
"王平",NA,72,67,81,NA,"三國志3",59,72,70,NA
"王伉",NA,58,55,67,NA,"三國志3",70,56,18,NA
"王匡",NA,51,40,45,NA,"三國志3",35,47,25,NA
"王戎",NA,36,72,48,NA,"三國志3",56,60,41,NA
"王甫",NA,63,73,82,NA,"三國志3",68,74,70,NA
"王忠",NA,55,37,50,NA,"三國志3",34,53,17,NA
"王昌",NA,64,52,73,NA,"三國志3",39,60,23,NA
"王門",NA,67,32,52,NA,"三國志3",40,64,58,NA
"王則",NA,53,61,68,NA,"三國志3",72,46,18,NA
"王垢",NA,66,47,54,NA,"三國志3",38,63,26,NA
"王威",NA,40,58,43,NA,"三國志3",62,36,21,NA
"王昶",NA,61,70,78,NA,"三國志3",83,79,75,NA
"王修",NA,42,65,69,NA,"三國志3",68,37,15,NA
"王朗",NA,46,60,62,NA,"三國志3",62,43,11,NA
"王基",NA,72,69,71,NA,"三國志3",47,71,70,NA
"王惇",NA,65,41,53,NA,"三國志3",62,60,65,NA
"王祥",NA,19,65,84,NA,"三國志3",76,25,19,NA
"王累",NA,23,80,78,NA,"三國志3",85,21,4,NA
"王淩",NA,60,71,75,NA,"三國志3",84,73,60,NA
"王植",NA,62,59,41,NA,"三國志3",50,58,26,NA
"王渾",NA,75,72,70,NA,"三國志3",74,76,70,NA
"王肅",NA,21,80,76,NA,"三國志3",78,42,31,NA
"王業",NA,11,46,50,NA,"三國志3",72,32,29,NA
"王楷",NA,32,54,25,NA,"三國志3",60,29,8,NA
"王經",NA,62,67,77,NA,"三國志3",75,64,62,NA
"王粲",NA,30,70,68,NA,"三國志3",86,28,13,NA
"王頎",NA,66,63,73,NA,"三國志3",76,75,70,NA
"王濬",NA,71,79,78,NA,"三國志3",70,81,90,NA
"王雙",NA,88,21,29,NA,"三國志3",20,84,70,NA
"王韜",NA,44,70,60,NA,"三國志3",54,48,32,NA
"毌丘甸",NA,58,68,58,NA,"三國志3",70,63,44,NA
"毌丘秀",NA,63,35,51,NA,"三國志3",38,58,40,NA
"毌丘儉",NA,75,50,48,NA,"三國志3",47,74,23,NA
"丘力居",NA,68,56,60,NA,"三國志3",55,80,52,NA
"丘本",NA,41,80,53,NA,"三國志3",54,60,52,NA
"丘建",NA,56,69,65,NA,"三國志3",60,50,43,NA
"司馬孚",NA,35,77,87,NA,"三國志3",80,72,59,NA
"司馬攸",NA,60,80,83,NA,"三國志3",72,68,57,NA
"司馬伷",NA,53,62,59,NA,"三國志3",65,63,45,NA
"司馬炎",NA,86,71,63,NA,"三國志3",54,90,71,NA
"司馬昭",NA,66,85,70,NA,"三國志3",82,75,72,NA
"司馬師",NA,65,87,75,NA,"三國志3",81,79,76,NA
"司馬朗",NA,41,69,52,NA,"三國志3",83,28,23,NA
"司馬望",NA,59,81,19,NA,"三國志3",64,70,58,NA
"司馬懿",NA,62,98,80,NA,"三國志3",90,95,79,NA
"史渙",NA,68,43,49,NA,"三國志3",41,63,22,NA
"史蹟",NA,65,52,53,NA,"三國志3",41,60,43,NA
"左奕",NA,66,51,56,NA,"三國志3",47,60,62,NA
"左靈",NA,53,61,42,NA,"三國志3",68,52,18,NA
"甘寧",NA,91,54,58,NA,"三國志3",42,84,72,NA
"田章",NA,68,45,46,NA,"三國志3",39,53,25,NA
"田楷",NA,63,57,62,NA,"三國志3",59,71,50,NA
"田豫",NA,62,83,75,NA,"三國志3",72,80,70,NA
"田豐",NA,45,90,75,NA,"三國志3",71,88,73,NA
"田疇",NA,70,47,76,NA,"三國志3",58,75,70,NA
"田續",NA,67,49,42,NA,"三國志3",41,58,23,NA
"申耽",NA,72,56,60,NA,"三國志3",48,61,28,NA
"申儀",NA,67,54,48,NA,"三國志3",46,60,23,NA
"石苞",NA,67,58,62,NA,"三國志3",53,71,52,NA
"伊籍",NA,21,84,62,NA,"三國志3",80,72,70,NA
"伍延",NA,73,46,63,NA,"三國志3",48,59,67,NA
"伍習",NA,73,62,78,NA,"三國志3",38,71,70,NA
"伍瓊",NA,49,57,44,NA,"三國志3",66,40,15,NA
"任峻",NA,67,54,60,NA,"三國志3",50,63,26,NA
"全尚",NA,16,21,56,NA,"三國志3",38,15,13,NA
"全紀",NA,69,55,64,NA,"三國志3",70,51,46,NA
"全琮",NA,82,70,73,NA,"三國志3",36,73,70,NA
"全端",NA,65,38,57,NA,"三國志3",39,64,66,NA
"全禕",NA,66,45,56,NA,"三國志3",34,61,53,NA
"全懌",NA,62,37,54,NA,"三國志3",46,60,57,NA
"向朗",NA,52,69,63,NA,"三國志3",74,40,19,NA
"向寵",NA,40,85,78,NA,"三國志3",73,82,70,NA
"州泰",NA,63,73,60,NA,"三國志3",62,71,59,NA
"忙牙長",NA,78,13,24,NA,"三國志3",13,46,25,NA
"成公英",NA,58,80,68,NA,"三國志3",70,73,52,NA
"成宜",NA,63,38,39,NA,"三國志3",32,59,21,NA
"成廉",NA,72,43,53,NA,"三國志3",29,63,20,NA
"朱光",NA,74,48,61,NA,"三國志3",42,69,26,NA
"朱治",NA,57,48,48,NA,"三國志3",32,45,40,NA
"朱桓",NA,83,75,82,NA,"三國志3",69,76,81,NA
"朱異",NA,68,65,55,NA,"三國志3",48,65,71,NA
"朱然",NA,75,35,60,NA,"三國志3",27,70,70,NA
"朱褒",NA,59,60,14,NA,"三國志3",67,54,30,NA
"朱儁",NA,75,60,80,NA,"三國志3",74,78,70,NA
"朱據",NA,70,73,72,NA,"三國志3",68,68,74,NA
"朱靈",NA,74,35,39,NA,"三國志3",30,69,25,NA
"朱讚",NA,74,48,73,NA,"三國志3",43,72,70,NA
"朵思大王",NA,68,51,39,NA,"三國志3",40,62,31,NA
"羊祜",NA,46,80,74,NA,"三國志3",79,83,72,NA
"何晏",NA,27,72,10,NA,"三國志3",68,19,13,NA
"何植",NA,38,29,15,NA,"三國志3",33,18,19,NA
"何進",NA,39,10,71,NA,"三國志3",39,40,20,NA
"何儀",NA,69,37,16,NA,"三國志3",15,55,40,NA
"冷苞",NA,66,23,53,NA,"三國志3",20,64,21,NA
"吾彥",NA,68,76,65,NA,"三國志3",67,55,73,NA
"吾粲",NA,41,80,68,NA,"三國志3",72,69,70,NA
"吳子蘭",NA,68,59,76,NA,"三國志3",52,60,28,NA
"吳巨",NA,63,32,48,NA,"三國志3",52,49,52,NA
"吳班",NA,65,47,62,NA,"三國志3",43,64,21,NA
"吳敦",NA,64,62,47,NA,"三國志3",54,61,18,NA
"吳景",NA,64,58,58,NA,"三國志3",53,59,30,NA
"吳碩",NA,62,58,69,NA,"三國志3",70,51,22,NA
"吳綱",NA,34,61,72,NA,"三國志3",66,52,49,NA
"吳質",NA,42,61,64,NA,"三國志3",73,35,16,NA
"吳蘭",NA,88,43,54,NA,"三國志3",42,85,72,NA
"吳懿",NA,71,69,75,NA,"三國志3",74,70,70,NA
"呂公",NA,50,38,60,NA,"三國志3",49,26,12,NA
"呂布",NA,100,21,12,NA,"三國志3",13,80,79,NA
"呂岱",NA,72,70,56,NA,"三國志3",69,83,80,NA
"呂威璜",NA,65,50,42,NA,"三國志3",41,59,24,NA
"呂建",NA,68,56,59,NA,"三國志3",48,57,23,NA
"呂虔",NA,72,24,58,NA,"三國志3",16,63,30,NA
"呂常",NA,66,32,45,NA,"三國志3",28,61,23,NA
"呂凱",NA,43,68,71,NA,"三國志3",75,32,18,NA
"呂翔",NA,75,23,44,NA,"三國志3",19,70,32,NA
"呂義",NA,74,70,76,NA,"三國志3",62,71,71,NA
"呂蒙",NA,84,91,88,NA,"三國志3",68,80,90,NA
"呂範",NA,30,72,75,NA,"三國志3",76,25,19,NA
"呂據",NA,58,69,63,NA,"三國志3",59,71,70,NA
"呂曠",NA,73,25,50,NA,"三國志3",21,68,27,NA
"宋果",NA,56,48,46,NA,"三國志3",43,49,19,NA
"宋忠",NA,33,41,60,NA,"三國志3",55,29,13,NA
"宋憲",NA,59,45,33,NA,"三國志3",41,50,42,NA
"宋謙",NA,68,30,52,NA,"三國志3",22,63,51,NA
"岑昏",NA,34,62,27,NA,"三國志3",77,28,15,NA
"李別",NA,65,39,25,NA,"三國志3",31,54,21,NA
"李孚",NA,48,62,52,NA,"三國志3",75,37,19,NA
"李典",NA,72,47,53,NA,"三國志3",36,73,70,NA
"李封",NA,70,52,51,NA,"三國志3",41,56,20,NA
"李恢",NA,70,88,78,NA,"三國志3",76,72,70,NA
"李珪",NA,28,58,75,NA,"三國志3",65,24,12,NA
"李異",NA,80,24,30,NA,"三國志3",18,68,45,NA
"李通",NA,67,56,54,NA,"三國志3",43,62,25,NA
"李勝",NA,26,32,55,NA,"三國志3",71,23,15,NA
"李堪",NA,58,51,54,NA,"三國志3",38,54,23,NA
"李肅",NA,54,68,40,NA,"三國志3",69,50,24,NA
"李傕",NA,63,42,26,NA,"三國志3",40,49,20,NA
"李蒙",NA,65,57,25,NA,"三國志3",42,58,23,NA
"李樂",NA,80,54,39,NA,"三國志3",47,62,27,NA
"李儒",NA,25,90,42,NA,"三國志3",78,77,72,NA
"李暹",NA,78,59,33,NA,"三國志3",50,62,25,NA
"李豐",NA,68,35,45,NA,"三國志3",23,62,26,NA
"李豐",NA,35,71,66,NA,"三國志3",72,43,33,NA
"李豐",NA,50,68,66,NA,"三國志3",75,56,48,NA
"李嚴",NA,75,74,71,NA,"三國志3",54,72,70,NA
"杜預",NA,70,85,81,NA,"三國志3",80,86,83,NA
"杜襲",NA,68,65,55,NA,"三國志3",61,57,21,NA
"步協",NA,53,75,67,NA,"三國志3",65,73,68,NA
"步度根",NA,73,50,61,NA,"三國志3",49,64,39,NA
"步闡",NA,60,72,61,NA,"三國志3",63,68,68,NA
"步騭",NA,25,65,72,NA,"三國志3",74,20,11,NA
"沙摩柯",NA,91,20,48,NA,"三國志3",17,74,70,NA
"沈瑩",NA,70,51,74,NA,"三國志3",38,71,70,NA
"車冑",NA,72,60,77,NA,"三國志3",48,70,70,NA
"辛明",NA,59,48,65,NA,"三國志3",42,54,26,NA
"辛毗",NA,50,74,83,NA,"三國志3",79,42,21,NA
"辛敞",NA,29,46,68,NA,"三國志3",70,51,32,NA
"辛評",NA,70,65,64,NA,"三國志3",58,63,23,NA
"邢道榮",NA,78,30,54,NA,"三國志3",26,70,21,NA
